agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd	chan_nu	chan_name	meas_type	streamflow_method	velocity_method	chan_discharge	chan_width	chan_area	chan_velocity	chan_stability	chan_material	chan_evenness	long_vel_desc	horz_vel_desc	vert_vel_desc	chan_loc_cd	chan_loc_dist
USGS	07374000	194	2016-01-18 09:46:31	CST	Yes	PMH/MLD	USGS	43.39	1350000	Fair	0.07	0.90	Clear	NONE	1	MSR at BR	MBOT	QADCP	VADCP	1350000	3550	206000	6.58	FIRM	SAND	UNEV	unkn	UNEV	STND	UPST	1000.00
USGS	07374000	195	2016-01-28 10:38:38	CST	Yes	PMH/MLD	USGS	40.87	1250000	Good			Clear	NONE	1	MSR @ BTR	MBOT	QADCP	VADCP	1250000	3530	202000	6.20	SOFT	SAND	UNEV	unkn	UNEV	STND	UPST	1200.00
USGS	07374000	196	2016-02-25 11:53:30	CST	Yes	PMH/JGS	USGS	27.84	693000	Good	0.07	1.70	Clear	NONE	1	MSR @ BR	MBOT	QADCP	VADCP	693000	3230	154000	4.49	FIRM	SAND	UNEV	unkn	UNSP	UNSP	UPST	500.00
USGS	07374000	197	2016-03-07 12:07:12	CST	Yes	PMH/JGS	USGS	30.74	798000	Good			Clear	NONE	1	MSR @ BTR	MBOT	QADCP	VADCP	798000	2770	172000	4.64	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	07374000	198	2016-03-21 13:54:05	CDT	Yes	jgs/pmh	USGS	38.68	1100000	Good	-0.05	1.00		NONE	1	Miss River at Baton Rouge	MBOT	QADCP	VADCP	1100000	3440	192000	5.75	FIRM	SAND	UNEV	unkn	UNSP	UNKN	ATGA	
USGS	07374000	199	2016-04-04 11:58:07	CDT	Yes	PMH/JGS	USGS	34.47	881000	Good				NONE	1	MSR @ BTR	MBOT	QADCP	VADCP	881000	3300	177000	4.96	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	07374000	200	2016-04-18 12:08:03	CDT	Yes	PMH/GBR	USGS	30.78	740000	Good			Clear	NONE	1	MSR @ BR	MBOT	QADCP	VADCP	740000	3250	160000	4.64	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	07374000	201	2016-05-23 10:47:00	CDT	Yes	PMH/JGS	USGS	31.44	789000	Good			Clear	NONE	1	MSR @ BR	MBOT	QADCP	VADCP	789000	3250	168000	4.71	FIRM	SAND	UNEV	unkn	UNSP	STND	UPST	850.00
USGS	07374000	202	2016-06-06 12:16:00	CDT	Yes	PMH/JGS	USGS	29.44	693000	Good			Clear	NONE	1	MSR @ BR	MBOT	QADCP	VADCP	693000	3230	161000	4.30	SOFT	SAND	UNEV	unkn	UNEV	UNKN	UPST	900.00
USGS	07374000	203	2016-06-20 11:43:05	CDT	Yes	jgs/mld	USGS	23.14	574000	Good	0.00	1.00		NONE	1	Mississippi River at Baton Rouge	MBOT	QADCP	VADCP	574000	3140	142000	4.03	FIRM	SAND	UNEV	unkn	UNEV	UNKN	UPST	1000.00
USGS	07374000	204	2016-07-11 12:14:00	CDT	Yes	PMH/JGS	USGS	16.47	418000	Good			Clear	NONE	1	MSR @ BR	MBOT	QADCP	VADCP	418000	3110	121000	3.45	FIRM	SAND	UNEV	unkn	UNSP	UNKN	UPST	800.00
USGS	07374000	205	2016-08-22 12:30:09	CDT	Yes	jgs/mld	USGS	18.34	487000	Fair	0.00	1.00		NONE	1	Mississippi River at Baton Rouge	MBOT	QADCP	VADCP	487000	3150	124000	3.93	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	ATGA	
USGS	07374000	206	2016-10-20 09:09:00	CDT	Yes	jgs/mld	USGS	15.51	399000	Fair				NONE	1	Mississippi River @ Baton Rouge	MBOT	QADCP	VADCP	399000	2570	136000	2.94	FIRM	SAND	EVEN	unkn	UNSP	UNKN	UPST	2000.00
USGS	07374000	207	2016-12-12 09:08:28	CST	Yes	jgs/mld	USGS	11.72	309000	Poor	0.00	1.00		NONE	1	Mississippi River at Baton Rouge	MBOT	QADCP	VADCP	309000	3040	106000	2.90	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	1000.00
USGS	07374000	208	2017-01-23 09:22:13	CST	Yes	jgs/mld	USGS	21.79	569000	Fair	0.00	1.00		NONE	1	Miss  Riv at Baton Rouge	MBOT	QADCP	VADCP	569000	3110	138000	4.11	FIRM	SAND	EVEN	unkn	UNSP	UNKN	UPST	1000.00
USGS	07374000	209	2017-02-13 09:22:33	CST	Yes	jgs/mld	USGS	22.34	525000	Fair	-0.02	1.00		NONE	1	Mississippi River at Baton Rouge	MBOT	QADCP	VADCP	525000	3140	139000	3.77	FIRM	SAND	UNEV	unkn	UNSP	UNKN	UPST	1000.00
USGS	07374000	210	2017-04-20 10:49:09	CDT	Yes	PMH/MLD	USGS	30.26	742000	Good	0.01	1.10	Clear	NONE	1	MSR @ BTR	MBOT	QADCP	VADCP	742000	3240	165000	4.50	FIRM	SAND	UNEV	unkn	EVEN	STND	UPST	750.00
USGS	07374000	211	2017-05-25 11:17:08	CDT	Yes	PMH/JGS	USGS	40.78	1140000	Good	0.04	0.50	Clear	NONE	1	MSR @ BTR	MBOT	QADCP	VADCP	1140000	3460	199000	5.75	FIRM	SAND	UNEV	unkn	EVEN	STND	UPST	1500.00
USGS	07374000	212	2018-01-29 12:00:17	CST	Yes	LBS/TEB/MAM	USGS	16.70	416000	Poor			Clear	NONE	1	Used to calculate EDI for Depth Integrated	MBOT	QADCP	VADCP	416000	3080	123000	3.37	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	850.00
USGS	07374000	213	2018-03-02 12:19:46	CST	Yes	LBS/JGS	USGS	34.64	966000	Poor	0.01	1.00	Clear	NONE	1	First flood QM of 2018 spring flood	MBOT	QADCP	VADCP	966000	3280	178000	5.42	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	555.00
USGS	07374000	214	2018-03-09 10:15:03	CST	Yes	PMH/MLD	USGS	40.50	1210000	Good	0.07	0.50	Clear	NONE	1	Missisippi River @ Baton Rouge	MBOT	QADCP	VADCP	1210000	3460	200000	6.04	FIRM	SAND	EVEN	STDY	EVEN	STND	UPST	700.00
USGS	07374000	215	2018-03-21 10:43:09	CDT	Yes	PMH/EGL	USGS	43.61	1400000	Fair	-0.02	1.00	Clear	NONE	1	MSR @ BR	MBOT	QADCP	VADCP	1400000	3560	217000	6.43	FIRM	SAND	UNEV	STDY	EVEN	STND	UPST	1000.00
USGS	07374000	216	2018-09-24 09:05:05	CDT	Yes	mld/jgs	USGS	24.94	598000	Good	0.00	0.00		NONE	1	Miss River at Baton Rouge	MBOT	QADCP	VADCP	598000	3160	152000	3.94	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	300.00
USGS	07374000	217	2018-09-24 10:47:00	CDT	Yes	mld/jgs	USGS	24.94	599000	Good	0.00	0.00		NONE	1	Miss River at Baton Rouge	MBOT	QADCP	VADCP	599000	3150	150000	4.00	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	300.00
USGS	07374000	218	2018-11-05 09:52:58	CST	Yes	LBS/MLD	USGS	27.75	659000	Fair			Clear	NONE	1	1st sediment run of wy 19	MBOT	QADCP	VADCP	659000	3150	156000	4.23	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	333.00
USGS	07374000	219	2018-12-18 12:03:14	CST	Yes	LBS/EGL/JAR	USGS	32.67	889000	Poor	0.00	1.50	Clear	NONE	1	2nd depth integrating run of wy19	MBOT	QADCP	VADCP	889000	3270	174000	5.11	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	555.00
USGS	07374000	220	2019-02-08 09:31:36	CST	Yes	LBS/JAR/EGL	USGS	36.46	1020000	Good	-0.04	2.00	Clear	NONE	1	3rd depth integrated/1st points of wy19	MBOT	QADCP	VADCP	1020000	3410	195000	5.21	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	111.00
USGS	07374000	221	2019-02-21 11:34:08	CST	Yes	LBS/EGL/MLD	USGS	37.36	1080000	Good	0.00	0.00	Clear	NONE	1	Mississippi River at Baton Rouge	MBOT	QADCP	VADCP	1080000	3430	200000	5.39	FIRM	SAND	UNEV	PULS	UNEV	UNKN	UPST	1000.00
USGS	07374000	222	2019-03-05 10:30:17	CST	Yes	LBS/EGL/JAR	USGS	42.96	1320000	Fair			Clear	NONE	1	6th sediment run of wy19	MBOT	QADCP	VADCP	1320000	3470	217000	6.07	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	223	2019-03-19 11:37:06	CDT	Yes	LBS/JAB/EGL	USGS	44.30	1380000	Good			Clear	NONE	1	7th sediment run of wy19	MBOT	QADCP	VADCP	1380000	3480	216000	6.40	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	333.00
USGS	07374000	224	2019-04-01 10:04:01	CDT	Yes	LBS/JAR/EGL	USGS	43.52	1270000	Poor			Clear	NONE	1	8TH sediemnt run of wy19	MBOT	QADCP	VADCP	1270000	3520	215000	5.92	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	1111.00
USGS	07374000	225	2019-04-16 09:02:00	CDT	Yes	LBS/JAR/EGL	USGS	40.11	1100000	Poor	-0.05		Clear	NONE	1	8th sediment run of wy 19	MBOT	QADCP	VADCP	1100000	3450	199000	5.51	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	555.00
USGS	07374000	226	2019-05-07 10:34:01	CDT	Yes	LBS/EGL/TCB	USGS	41.89	1150000	Fair			Clear	NONE	1	Main	MBOT	QADCP	VADCP	1150000	3460	202000	5.70	SOFT	silt	UNEV	PULS	UNEV	STND	UPST	700.00
USGS	07374000	227	2019-05-30 11:08:00	CDT	Yes	LBS/EGL/JAR	USGS	43.76	1260000	Good			Clear	NONE	1	11th sediment run of  wy 19	MBOT	QADCP	VADCP	1260000	3480	207000	6.09	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	228	2019-06-11 09:55:00	CDT	Yes	LBS/JAR/EGL	USGS	43.95	1250000	Poor			Clear	NONE	1	12 th sediment run of wy19	MBOT	QADCP	VADCP	1250000	3470	206000	6.05	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	255.00
USGS	07374000	229	2019-06-25 12:40:06	CDT	Yes	LBS/EGL/CBD	USGS	42.63	1180000	Poor			Clear	NONE	1	13th sediment run of wy19	MBOT	QADCP	VADCP	1180000	3470	197000	5.99	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	230	2019-07-11 13:15:06	CDT	Yes	LBS/EGL/JAR	USGS	42.60	1190000	Good			Clear	NONE	1	14th sediment run of wy19	MBOT	QADCP	VADCP	1190000	3480	206000	5.80	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	231	2019-07-23 10:29:04	CDT	Yes	LBS/CBD/JAR	USGS	40.49	1080000	Good			Clear	NONE	1	15th sediment run of wy19	MBOT	QADCP	VADCP	1080000	3470	225000	4.82	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	
USGS	07374000	232	2019-08-07 13:19:04	CDT	Yes	LBS/MLD/JAR	USGS	33.85	797000	Good			Clear	NONE	1	16th sediment run of wy19	MBOT	QADCP	VADCP	797000	3270	177000	4.50	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	233	2019-08-21 10:20:00	CDT	Yes	LBS/EGL/JAR	USGS	21.36	486000	Fair			Clear	NONE	1	17th sediment run of wy 19	MBOT	QADCP	VADCP	486000	3120	140000	3.47	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	234	2019-09-19 13:08:05	CDT	Yes	LBS/EGL/JAR	USGS	14.00	350000	Fair			Clear	NONE	1	18th sediment run of wy 19	MBOT	QADCP	VADCP	350000	3040	118000	2.96	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	235	2019-10-15 12:54:02	CDT	Yes	LBS/EGL/JAR	USGS	20.71	487000	Poor	0.11	0.75	Clear	NONE	1	check for QM 235	MBOT	QADCP	VADCP	487000	3100	135000	3.60	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	236	2019-10-15 13:11:00	CDT	Yes	LBS/EGL/JAR	USGS	20.72	484000	Good	0.00	0.50	Clear	NONE	1	1st sediment run of wy	MBOT	QADCP	VADCP	484000	3120	130000	3.71	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	1000.00
USGS	07374000	237	2019-11-05 12:52:05	CST	Yes	LBS/EGL/JAB	USGS	28.25	665000	Fair			Clear	NONE	1	2nd sediment run of 2020	MBOT	QADCP	VADCP	665000	3210	154000	4.31	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	238	2019-12-04 09:57:04	CST	Yes	MDH, EGL, JA	USGS	23.30	550000	Good			Clear	NONE	1	3rd sediment run of wy 2020	MBOT	QADCP	VADCP	550000	3140	142000	3.88	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	225.00
USGS	07374000	239	2020-01-16 12:16:15	CST	Yes	LBS/EGL/JAR	USGS	33.91	882000	Poor			Clear	NONE	1	3rd sediment run of wy2020	MBOT	QADCP	VADCP	882000	3250	177000	4.98	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	240	2020-02-11 13:35:19	CST	Yes	LBS/EGL/JAR	USGS	36.91	1040000	Poor			Clear	NONE	1	5th sedimnet run of 2020	MBOT	QADCP	VADCP	1040000	3430	196000	5.32	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	241	2020-02-25 13:29:31	CST	Yes	LBS/EGL/CBD	USGS	41.16	1220000	Fair			Clear	NONE	1	6th sediment run of wy 2020	MBOT	QADCP	VADCP	1220000	3470	215000	5.66	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	242	2020-03-18 14:54:07	CDT	Yes	LBS/EGL/MDH	USGS	38.60	1090000	Poor			Clear	NONE	1	7th sediment run of 2020	MBOT	QADCP	VADCP	1090000	3490	212000	5.15	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	243	2020-05-12 10:34:08	CDT	Yes	LBS/EGL/MDH	USGS	39.23	1080000	Poor			Clear	NONE	1	8th sediment run of wy2020	MBOT	QADCP	VADCP	1080000	3450	207000	5.24	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	244	2020-05-27 09:33:09	CDT	Yes	LBS/EGL/MDH	USGS	36.09	923000	Good	-0.11	4.00	Clear	NONE	1	9th sediment run of wy 2020	MBOT	QADCP	VADCP	923000	3430	210000	4.39	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	245	2020-06-12 10:02:00	CDT	Yes	LBS/EGL/MDH	USGS	38.40	1010000	Poor			Clear	NONE	1	10th sediment run of wy2020	MBOT	QADCP	VADCP	1010000	3450	212000	4.77	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	246	2020-06-23 15:14:09	CDT	Yes	LBS/EGL/MDH	USGS	33.50	805000	Good			Clear	NONE	1	11th sediment run of 2020	MBOT	QADCP	VADCP	805000	3270	189000	4.25	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	248	2020-07-24 09:05:08	CDT	Yes	LBS/EGL/MDH	USGS	16.70	407000	Fair			Clear	NONE	1	13th sedienment run of wy2020	MBOT	QADCP	VADCP	407000	3100	138000	2.95	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	249	2020-08-04 14:42:02	CDT	Yes	LBS/EGL/JAR	USGS	14.97	380000	Good			Clear	NONE	1	14th sediment run of wy2020	MBOT	QADCP	VADCP	380000	2990	136000	2.79	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	111.00
USGS	07374000	250	2020-08-18 14:41:01	CDT	Yes	LBS/MDH/EGL	USGS	17.22	429000	Good	-0.01	0.50	Clear	NONE	1	15th sediment run	MBOT	QADCP	VADCP	429000	3080	137000	3.13	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	251	2020-09-10 14:33:00	CDT	Yes	LBS/MDH/EGL	USGS	14.57	366000	Good			Clear	NONE	1	16th of 2020	MBOT	QADCP	VADCP	366000	3050	129000	2.85	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	252	2020-09-22 13:55:02	CDT	No																										
USGS	07374000	253	2020-10-16 14:34:02	CDT	Yes	LBS/MDH/EGL	USGS	12.43	335000	Good			Clear	NONE	1	1st sediment run of wy 2021	MBOT	QADCP	VADCP	335000	3040	121000	2.76	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	254	2020-11-03 13:14:58	CST	Yes	LBS,EGL,JAB	USGS	12.83	346000	Poor			Clear	NONE	1	2nd of 18 for 2021	MBOT	QADCP	VADCP	346000	3040	123000	2.81	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	255	2020-12-08 10:40:17	CST	Yes	LBS/EGL/JAR	USGS		434000	Good			Clear	NONE	1	3rd of 18 for wy21	MBOT	QADCP	VADCP	434000	3060	134000	3.23	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	256	2021-01-21 11:21:54	CST	Yes	LBS/GNG/EGL	USGS	23.25	547000	Poor			Clear	NONE	1	4 of 18 for 2021	MBOT	QADCP	VADCP	547000	3150	151000	3.62	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	257	2021-02-02 13:05:04	CST	Yes	LBS/JAB/EGL	USGS	17.20	441000	Good	0.05	2.00	Clear	NONE	1	5 of 18 for 2021	MBOT	QADCP	VADCP	441000	3090	134000	3.30	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	258	2021-02-23 13:19:21	CST	Yes	LBS/EGL/JAB	USGS	19.81	481000	Good			Clear	NONE	1	6th of 18 for 2021	MBOT	QADCP	VADCP	481000	3120	141000	3.41	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	259	2021-03-17 12:38:04	CDT	Yes	LBS/EGL/MDH	USGS	33.27	885000	Good	0.04	1.00	Clear	NONE	1	7 of 18 for 2021	MBOT	QADCP	VADCP	885000	3250	187000	4.72	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	260	2021-04-02 09:00:03	CDT	Yes	LBS/MDH/JAB	USGS	37.44	1040000	Poor			Clear	NONE	1	8th of 18 for 2021	MBOT	QADCP	VADCP	1040000	3440	203000	5.11	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	261	2021-04-12 10:20:04	CDT	Yes	LBS/EGL/JAB	USGS	38.59	1050000	Good			Clear	NONE	1	9 of 18 for 21wy	MBOT	QADCP	VADCP	1050000	3450	207000	5.08	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	262	2021-04-27 13:03:06	CDT	Yes	LBS/EGL/JAB	USGS	34.50	897000	Good	0.01	1.00	Clear	NONE	1	10 of 18 for 2021wy	MBOT	QADCP	VADCP	897000	3280	192000	4.68	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	263	2021-05-11 13:55:00	CDT	Yes	LBS/JAB/EGL	USGS	31.29	756000	Good			Clear	NONE	1	11 of 18 for 2021	MBOT	QADCP	VADCP	756000	3080	177000	4.27	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	6442.00
USGS	07374000	264	2021-06-08 13:37:05	CDT	Yes	LBS/JAR/JAB	USGS	27.70	647000	Good			Clear	NONE	1	11 of 18 for 2021	MBOT	QADCP	VADCP	647000	3220	173000	3.73	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	265	2021-06-28 10:01:00	CDT	Yes	JAB/EGL/LBS	usgs	24.10	560000	Good			Clear	NONE	1	12 of 18 for 2021	MBOT	QADCP	VADCP	560000	3160	160000	3.50	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	266	2021-07-05 09:24:04	CDT	Yes	EGL/LBS/MDH	USGS	21.58	527000	Good			Clear	NONE	1	13 of 18 for 2021	MBOT	QADCP	VADCP	527000	3130	152000	3.46	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	267	2021-07-19 10:04:08	CDT	Yes	LBS/MDH/JAB	USGS	23.72	564000	Good			Clear	NONE	1	15th of 18 for 2021wy	MBOT	QADCP	VADCP	564000	3150	158000	3.56	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	268	2021-08-06 09:14:00	CDT	Yes	LBS/JAB/EGL	usgs	17.59	441000	Good			Clear	NONE	1	16th of 18 for 2021wy	MBOT	QADCP	VADCP	441000	2610	137000	3.21	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	16000.00
USGS	07374000	269	2021-08-23 10:50:04	CDT	Yes	LBS/JAR/EGL	usgs	10.96	312000	Good			Clear	NONE	1	17th of 18 for 2021wy	MBOT	QADCP	VADCP	312000	3010	118000	2.65	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	270	2021-09-20 09:49:05	CDT	Yes	LBS/JAB/EGL	usgs	11.85	327000	Good			Clear	NONE	1	18 and final for 2021wy	MBOT	QADCP	VADCP	327000	3030	121000	2.71	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	271	2021-10-29 11:04:05	CDT	Yes	LBS/EGL/MDH	usgs	9.34	265000	Good			Clear	NONE	1	1 of 18 for 2022wy	MBOT	QADCP	VADCP	265000	2990	112000	2.36	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	272	2021-11-29 09:41:56	CST	Yes	LBS/EGL/JAB	usgs	10.43	292000	Good			Clear	NONE	1	2nd of 18 for 2022	MBOT	QADCP	VADCP	292000	2890	120000	2.43	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	8000.00
USGS	07374000	273	2021-12-10 09:01:07	CST	Yes	LBS/EGL/JAB	usgs	8.56	245000	Good	0.02	1.00	Clear	NONE	1	3rd of 18 for 2022	MBOT	QADCP	VADCP	245000	2990	111000	2.21	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	274	2022-01-03 11:06:15	CST	Yes	LBS/MDH/EGL	USGS	14.19	378000	Good				NONE	1	4 of 18 for 2022wy	MBOT	QADCP	VADCP	378000	3050	126000	2.99	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	275	2022-01-24 11:44:06	CST	Yes	LBS/EGL/JAB	usgs	29.14	744000	Fair			Clear	NONE	1	5 of 18 for 2022	MBOT	QADCP	VADCP	744000	3220	173000	4.29	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	276	2022-02-18 09:18:45	CST	Yes	LBS/EGL/JAB	usgs	23.19	572000	Fair			Clear	NONE	1	6 of 18 for 2022	MBOT	QADCP	VADCP	572000	3140	153000	3.75	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	277	2022-02-28 10:22:44	CST	Yes	LBS/EGL/JAB	usgs	27.87	711000	Poor			Clear	NONE	1	7 of 18 for 2022	MBOT	QADCP	VADCP	711000	3210	168000	4.22	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	278	2022-03-14 10:43:08	CDT	Yes	LBS/EGL/JAB	USGS	34.30	942000	Good			Clear	NONE	1	8 of 18 for 2022	MBOT	QADCP	VADCP	942000	3270	190000	4.96	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	279	2022-03-28 10:50:00	CDT	Yes	LBS/EGL/JAB	USGS	35.27	962000	Good			Clear	NONE	1	9 of 18 for 2022	MBOT	QADCP	VADCP	962000	3420	192000	5.00	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	280	2022-04-11 09:50:01	CDT	Yes	DIZ/LBS/JAB	USGS	32.13	845000	Good			Clear	NONE	1	10 of 18 for 2022	MBOT	QADCP	VADCP	845000	3280	185000	4.56	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	281	2022-04-27 11:08:09	CDT	Yes	LBS/MAM/CER	USGS	33.20	851000	Good			Clear	NONE	1	12 of 18 for 2022wy	MBOT	QADCP	VADCP	851000	3330	186000	4.57	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	282	2022-05-16 09:58:05	CDT	Yes	LBS/MDH/JAB	USGS	31.63	776000	Good			Clear	NONE	1	13 of 18 for 2022wy	MBOT	QADCP	VADCP	776000	3270	179000	4.34	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	283	2022-06-06 09:44:08	CDT	Yes	LBS/JAB/MDH	USGS	28.70	681000	Good			Clear	NONE	1	14 of 18 for 2022wy	MBOT	QADCP	VADCP	681000	3230	172000	3.96	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	284	2022-07-14 09:56:03	CDT	Yes	EGL/LBS/JAB	USGS	9.44	280000	Good			Clear	NONE	1	15 of 18 for wy2022	MBOT	QADCP	VADCP	280000	2970	111000	2.53	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	285	2022-08-01 09:05:09	CDT	Yes	LBS/JAB/MDH	USGS	9.41	273000	Good			Clear	NONE	1	16 of 18 for 2022wy	MBOT	QADCP	VADCP	273000	2290	115000	2.38	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	10600.00
USGS	07374000	286	2022-08-15 09:33:09	CDT	Yes	LBS/EGL/JAB	USGS	13.48	356000	Good			Clear	NONE	1	17 of 18 for 2022wy	MBOT	QADCP	VADCP	356000	3030	122000	2.93	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	287	2022-09-19 10:46:03	CDT	Yes	LBS/EGL/JAB	USGS	8.05	227000	Good			Clear	NONE	1	18 of 18 for fy2022	MBOT	QADCP	VADCP	227000	2970	105000	2.16	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	288	2022-10-17 09:53:06	CDT	Yes	LBS/EGL/MDH	USGS	5.50	161000	Good			Clear	NONE	1	1 of 18 for 2023	MBOT	QADCP	VADCP	161000	2970	97300	1.65	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	289	2022-12-12 10:54:41	CST	Yes	LBS/EGL/JAB	USGS	9.58	275000	Poor			Clear	NONE	1	2nd of 18 for 2023wy	MBOT	QADCP	VADCP	275000	3020	111000	2.48	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
